ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url
4899679,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,Direct fuel injection,Manual,RFD - Rear-wheel drive,8	L/100Km,"Model: New Porter 150 Engine: Turbo Diesel 2.5L CRDi Cylinder capacity (cc): 2,497 Maximum power (Ps): 130/3,800 Maximum torque (Kgm): 255/1,500 ~ 3,500 Vehicle dimensions (LxWxH) mm: 5240 x 1760 x 2650Body size (LxWxH)mm: (3130 x 1630 x 400) Open, 3160 x 1640 x 580/1760 Tarpaulin/closed Gearbox: Floor, 6-speed Suspension system: (front/rear) Bar torsion spring / Leaf spring Rims & Tires (front/rear): 195/70R15/145R13 Brakes (front/rear): Ventilated disc / Drum Other equipment: Air conditioning, Radio system + USB + Bluetooth , The steering wheel adjusts up and down",Hyundai,Porter,2023.0,Hyundai Porter 1.5T canvas car 2023,399000000,https://bonbanh.com/xe-hyundai-porter-1_5t-thung-bat-2023-4899679
4925960,Domestic assembly,Used car,Crossover,"130,000 Km",Silver,Grey,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,L/100Km,"My family needs money urgently to sell an Innova 7 seater G version, a good family car in good condition. The car is still new. Vehicles equipped with high-end screens have navigation systems. Reverse camera has dash cam. 4 brand new shells have not been tested yet. My family's car is still very new. Please come see the car and evaluate it. I'm selling with a negotiable price for anyone who comes to see the car. The sale is quick and cheerful. Thank you for looking.",Toyota,Innova,2009.0,Toyota Innova G 2009 car,258000000,https://bonbanh.com/xe-toyota-innova-g-2009-4925960
4928148,Domestic assembly,Used car,Crossover,"80,000 Km",White,Brown,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,L/100Km," Toyota Innova 2.0E manual transmission 2018, one owner bought new➖made in 2018, manual transmission ➖odo 80,000 km. Maintenance every 5,000 km➖extremely hot white color. The interior of the dark brown leather seats is brand new➖The glue is intact with no minor defects➖the original cover comes with the car. Unfinished spare parts➖pay 230-250 million in advance to receive the car. 5-6 year loan. 6-7 million per month Selling price still negotiable. Cash discount. Support for installment loans up to 70% of car value.",Toyota,Innova,2018.0,Toyota Innova 2.0E 2018 car,545000000,https://bonbanh.com/xe-toyota-innova-2.0e-2018-4928148
4831928,Domestic assembly,Used car,SUV,0 Km,Silver,gray,5-door,8-seat,Diesel	2.5 L,,Manual,RFD - Rear-wheel drive,L/100Km,"Fotuner 2009G Diesel Engine + Very nice product + Company car used by the Director from the beginning + Original machinery. No impact + Four thick shells. Just re-registered, come see the car",Toyota,Fortuner,2009.0,Toyota Fortuner 2.5G 2009,455000000,https://bonbanh.com/xe-toyota-fortuner-2.5g-2009-4831928
4900300,Imported,Used car,Sedan,0 Km,Grey,Cream,4-door,5-seat,Petrol	1.4 L,,Manual,FWD - Front-wheel drive,L/100Km,"Hyundai_Accent full version 1.4l MT 2012 Manual transmission, standard family car with one owner from new ☑ Original car without taxi or service ☑ Full factory maintenance history. Registration is endless",Hyundai,Accent,2012.0,Hyundai Accent 1.4 MT 2012,296000000,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2012-4900300
4829327,Domestic assembly,Used car,SUV,"90,000 Km",Grey,Cream,5-door,8-seat,Diesel	2.5 L,,Manual,RFD - Rear-wheel drive,7	L/100Km,"LANDING THE TOYOTA Fortuner 2012 G Rare VIP product Engine: 2.5L oil, 7 liters/100km Odo: Standard 90,000 km Transmission: Manual Year of Manufacture: 2012 Description: 1 owner car, full options, front and rear camera screen , full rear sensors, electric folding mirrors with electric adjustment .... The car is guaranteed to be accident-free, not flooded, fine for customers, engine warranty for customers during the trip_Auto Thanh Tung - a place to buy, sell and exchange all kinds of cars segment - installment payment support for all car models. Address: National Highway 20, Tan Hoi intersection, Phu Hoi commune, Duc Trong district, Lam Dong!",Toyota,Fortuner,2012.0,Toyota Fortuner 2.5G 2012,565000000,https://bonbanh.com/xe-toyota-fortuner-2.5g-2012-4829327
4918125,Domestic assembly,Used car,Van/Minivan,"180,000 Km",Silver,Silver,5-door,16-seat,Diesel	2.5 L,,Manual,RFD - Rear-wheel drive,L/100Km," Toyota Hice 16 seats for sale, 2007, beautiful car, completely original, no minor defects. Car is equipped with amenities, buy and use immediately. If you want to test drive the car, please contact directly. Meet Men.!",Toyota,Hiace,2007.0,Toyota Hiace 2.5 2007,250000000,https://bonbanh.com/xe-toyota-hiace-2.5-2007-4918125
4891723,Domestic assembly,Used car,Truck,0 Km,White,gray,2-door,2-seat,Petrol,,Manual,FWD - Front-wheel drive,L/100Km," Selling Thaco Tower 2013, the car is faultless and has electric windows, if you're interested, contact me to see the car.",Thaco,Towner,2013.0,Thaco Towner 2013,68000000,https://bonbanh.com/xe-thaco-towner--2013-4891723
4898460,Imported,Used car,Hatchback,"80,000 Km",Red,Colorful,5-door,5-seat,Petrol	1.0 L,,Manual,FWD - Front-wheel drive,L/100Km, - Hai Phong private car owner Full blueprint - Warranty & written commitment that the car will not crash or flood % for cars manufactured 2016 or later Interest rate 0.8% / month Loan term from 4 years to 8 years No need to buy loan insurance or life insurance..,Hyundai,i10,2016.0,Hyundai i10 Grand 1.0 MT Base 2016,205000000,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-base-2016-4898460
4233998,Domestic assembly,New car,SUV,0 Km,White,Brown,5-door,7-seat,Diesel	2.4 L,,Manual,RFD - Rear-wheel drive,L/100Km," Toyota Fortuner 2.4G MT (manual transmission) - BIG PROMOTION IN APRIL 2023 - TOYOTA THU DUC - Huge promotion program, worth up to 100 TR - EXTREMELY GOOD PRICE WHEN CONTACT Ms Binh - Cars of all colors, available Immediate delivery - Attractive promotion program, nationwide installment payment with low interest rate - Contact now for more information.---Equipment: Gearshift paddles on the steering wheel; 4.2-inch multi-information screen driver clock; Rear seat air vents 7-inch touch screen DVD entertainment..........",Toyota,Fortuner,2022.0,Toyota Fortuner 2.4L 4x2 MT 2022,935000000,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-mt-2022-4233998
4861747,Imported,Used car,Van/Minivan,"160,000 Km",Grey,Yellow,5-door,9-seat,Diesel	2.5 L,,Manual,RFD - Rear-wheel drive,7	L/100Km," AUTO THANH Tung - A place to buy and sell cars of all segments SPECIALIZED IN SUPPORTING INSTALLMENT PAYMENTS FOR ALL MAKES CARS Arrived RARE ITEMS Hyundai Starex 9-seat family Detailed information: HUYNDAI STAREX 2015 2.5 imported from Korea Engine: 2.5 oil Odo: standard 160,000 km Transmission: manual Year of Production: 2015 Description: original imported car, 4 newly replaced tires ̂́ ̆̀ ̆ ̉: Car is committed to being accident-free, not flooded, fines for customers, engine warranty for guests during travel",Hyundai,Grand Starex,2015.0,Hyundai Grand Starex 2.5 MT 2015,535000000,https://bonbanh.com/xe-hyundai-grand_starex-2.5-mt-2015-4861747
4829295,Domestic assembly,Used car,Hatchback,0 Km,White,gray,5-door,5-seat,Petrol	1.0 L,,Manual,FWD - Front-wheel drive,L/100Km,"The family needs to sell a 2013 car, the original owner's car runs very well on gas. Private car, injectors, solid chassis, good engine, smooth engine, cool air conditioning, nice tires, just serviced, ready to go.",Chevrolet,Spark,2013.0,Chevrolet Spark LT 1.0 MT 2013,145000000,https://bonbanh.com/xe-chevrolet-spark-lt-1.0-mt-2013-4829295
4827463,Domestic assembly,Used car,Sedan,0 Km,Green,Yellow,4-door,5-seat,Petrol	2.2 L,,Manual,FWD - Front-wheel drive,L/100Km," I want to change my car to a new generation, selling my Camry Gli manual transmission, the car is equipped with a cruise cam, reverse cam, Android screen, deep cool air conditioning, the car runs more than 8 liters/100km.",Toyota,Camry,1998.0,Toyota Camry GLi 2.2 1998,145000000,https://bonbanh.com/xe-toyota-camry-gli-2.2-1998-4827463
4378447,Imported,Used car,Hatchback,0 Km,Red,Red,5-door,5-seat,Petrol	1.3 L,Gasoline,Manual,FWD - Front-wheel drive,5	L/100Km," Selling Lifan manufactured in 2009, imported from China, faultless car, 2 airbags, ABS brakes, beautiful interior and exterior, ready to run car. Compact for ace to practice driving in the city to go to the market to pick up children from school, save fuel.",Lifan,320,2009.0,Lifan 320 1.3 MT 2009,105000000,https://bonbanh.com/xe-lifan-320-1.3-mt-2009-4378447
4820475,Domestic assembly,Used car,Crossover,"5,000 Km",Silver,Brown,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,L/100Km," Selling Toyota Innova. The car is maintained every 5000km. The buyer does the purchase and sale procedures himself and changes ownership. If you need to buy, please call me to see the car in person.",Toyota,Innova,2017.0,Toyota Innova 2.0E 2017 car,530000000,https://bonbanh.com/xe-toyota-innova-2.0e-2017-4820475
4800223,Domestic assembly,Used car,Van/Minivan,"34,000 Km",Silver,Grey,5-door,2-seat,Petrol	1.2 L,Fuel injection,Manual,FWD - Front-wheel drive,5	L/100Km," Selling a Spack car manufactured at the end of 2018, the car has only traveled 3.4 thousand km and is still very new. Ace needs to call me to see the car in person.",Chevrolet,Spark,2018.0,Chevrolet Spark Duo Van 1.2 MT 2018,170000000,https://bonbanh.com/xe-chevrolet-spark-duo-van-1.2-mt-2018-4800223
4874791,Imported,Used car,Hatchback,0 Km,Orange,Colorful,5-door,5-seat,Petrol	1.0 L,,Manual,FWD - Front-wheel drive,L/100Km," Owner signed to sell Hyundai I10 2014., imported. Quick procedure. The car is beautiful and has no faults.",Hyundai,i10,2014.0,Hyundai i10 Grand 1.0 MT Base 2014,175000000,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-base-2014-4874791
4890891,Domestic assembly,New car,Van/Minivan,0 Km,White,Black,4-door,16-seat,Diesel	2.2 L,DOHC,Manual,RFD - Rear-wheel drive,8	L/100Km,"OWN A FORD TRANSIT FROM ONLY 290 MILLION VND - Gifts: BHVC, Dashcam, 1 year free oil change, Electric sliding doors, .. - Contact to receive more attractive incentives • Project headlights • Side doors 100% open with retractable step • New steering wheel with softer steering, integrated automatic throttle • Equipped with central screen, bluetooth connection, hands-free phone • Genuine electronic driving screen • Cleaner dark tone interior • New 2.2L engine 136 horsepower, 6-speed manual transmission • 4-wheel disc brakes, ABS and ELECTRONIC BALANCE Priority for early delivery to your business or garage have large quantity",Ford,Transit,2023.0,Ford Transit Standard 2023,824000000,https://bonbanh.com/xe-ford-transit-tieu-chuan-2023-4890891
4652610,Imported,New car,SUV,0 Km,White,Brown,5-door,7-seat,Diesel	1.9 L,"Electronic oil injection, variable turbocharger",Manual,RFD - Rear-wheel drive,6	L/100Km,"Engine: 1.9 Diesel with variable turbocharger electronic oil injection Transmission: 6-speed manual Luxurious interior, high-quality leather seats...Electronic brake force distribution system (EBD), emergency brake assist system level (BA), Anti-lock braking system (ABS), Intelligent braking system (BOS), Downhill support system (HDC), Hill start system (HSA), Downhill assist (HDC ), Automatic throttle system (Cruise Control), Electronic balance (ESC), Traction control (TCS),...Warranty: 05 years or 200,000km KM: Security film, Dashcam, steering wheel cover , floor mats, fire extinguisher, 10L of oil, 4 maintenance coupons...",Isuzu,MU-X,2023.0,Isuzu MU-X B7 1.9 4X2 MT 2023,846000000,https://bonbanh.com/xe-isuzu-mu-x-b7-1.9-4x2-mt-2023-4652610
4819983,Domestic assembly,Used car,Hatchback,0 Km,Red,Black,5-door,5-seat,Petrol	1.1 L,,Manual,FWD - Front-wheel drive,L/100Km," I want to sell a very nice Morning car. The vehicle is kept safe from collisions, floods... Contact us for more information!",Kia,Morning,2008.0,Kia Morning LX 1.1 MT 2008,95000000,https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2008-4819983
4866980,Imported,Used car,Sedan,"30,000 Km",White,gray,4-door,5-seat,Petrol	1.6 L,Fi,Manual,FWD - Front-wheel drive,6	L/100Km," The family needs to sell a 2002 mada 323. The car has been well-maintained so the quality is still good. Original beautiful and durable quality, all car has air conditioning, whisper quiet air conditioning.",Mazda,323,2002.0,Mazda 323 Standard 2002,96000000,https://bonbanh.com/xe-mazda-323-standard-2002-4866980
4841574,Imported,Used car,Sedan,"221,311 Km",Grey,Red,4-door,5-seat,Petrol	1.6 L,Carburetor,Manual,FWD - Front-wheel drive,6	L/100Km,"Let me give it to anyone who wants to learn how to drive Mazda 323, just registered - good engine, good engine, smooth transmission - 4 quarts of new tires - cool air conditioner - 3d floor covering - Reverse cam, cruise cam - Solid chassis. The car is very good. Please buy it. Go home and practice driving comfortably",Mazda,323,1996.0,Mazda 323 1.6 MT 1996,42000000,https://bonbanh.com/xe-mazda-323-1.6-mt-1996-4841574
4806459,Domestic assembly,Used car,Crossover,0 Km,Black,gray,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,L/100Km," Need to sell Innova 2008, family car, private car, injector, solid chassis, good engine, smooth engine, cool air conditioning, nice tires, just serviced, ready to go.",Toyota,Innova,2008.0,Toyota Innova G 2008 car,250000000,https://bonbanh.com/xe-toyota-innova-g-2008-4806459
4912486,Domestic assembly,Used car,Van/Minivan,0 Km,Silver,gray,5-door,2-seat,Petrol	0.8 L,,Manual,FWD - Front-wheel drive,L/100Km, See the car I'm selling for a customer !!!Spark Van 2011 has been serviced and rebuilt beautifully (family fortune),Chevrolet,Spark,2011.0,Chevrolet Spark Van 0.8 MT 2011,70000000,https://bonbanh.com/xe-chevrolet-spark-van-0.8-mt-2011-4912486
4884714,Domestic assembly,Used car,Hatchback,"50,000 Km",White,gray,5-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,5	L/100Km," I10 2019 MT full version. Too many toys in the car, 9-inch Android screen, home camera, reverse camera, reverse camera, soup speaker to listen to great music. The car is beautiful and has no defects, the felt seats are still intact, customers only need to use and transfer the car. See the car directly at the store: Minh Phat Auto",Hyundai,i10,2019.0,Hyundai i10 Grand 1.2 MT 2019,320000000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2019-4884714
4378330,Imported,Used car,Hatchback,"99,999 Km",White,Different color,5-door,5-seat,Petrol	0.8 L,Gasoline,Manual,FWD - Front-wheel drive,6	L/100Km," Selling cheap deawoo matiz made in 2000 for those who want to learn to drive, good fuel economy, compact. If you need anything, just call me.",Daewoo,Matiz,2000.0,Daewoo Matiz 0.8 MT 2000,39000000,https://bonbanh.com/xe-daewoo-matiz-0.8-mt-2000-4378330
4857636,Domestic assembly,Used car,SUV,"200,000 Km",Silver,Cream,5-door,7-seat,Petrol	2.4 L,,Manual,FWD - Front-wheel drive,12	L/100Km,"2007 CAPTIVA LT, manual transmission ✓ Gasoline engine, 2.4L engine✓ Smooth engine chassis, original glue, electronic fuel injection✓ Equipped with many features: hill descent assist, anti-slip, ABS brakes, 2 airbags... How to withdraw documents View car in Tan Phu - Dong Nai",Chevrolet,Captiva,2007.0,Chevrolet Captiva LT 2.4 MT 2007,205000000,https://bonbanh.com/xe-chevrolet-captiva-lt-2.4-mt-2007-4857636
4928375,Domestic assembly,Used car,SUV,0 Km,Green,gray,5-door,8-seat,Petrol	1.8 L,,Manual,RFD - Rear-wheel drive,L/100Km," Need to sell the official car my boss is driving - Zace GL version sx 202 - Tires are still ok, engine still has juice - Car has just been registered, just bought and driven. If you need anything, please contact me",Toyota,Zace,2002.0,Toyota Zace GL 2002,118000000,https://bonbanh.com/xe-toyota-zace-gl-2002-4928375
4929736,Imported,Used car,Hatchback,0 Km,Colorful,Colorful,2-door,4-seat,Petrol,Carburetor,Manual,RFD - Rear-wheel drive,6	L/100Km,"Selling the legendary Volkswagen Beetle sx1954. The car is beautiful inside and out, and is absolutely stable on long distances. Beetle has been associated with many legendary and famous characters in history such as: Adolf Hitler, Ferdinand Porsche, Paul Joseph Goebbels, .... Has appeared in many famous movies of Hollywood Cinema, Hong Kong Cinema , Korean Cinema... such as movies: Herbie, the Love Bug, Mad Max, Herbie Goes Bananas... Appeared on television reports VTV1, VTV3... Was once requisitioned by the President of Uruguay as a public service vehicle.. . With a lovely design, possessing soft, beautiful curves, the Volkswagen Beetle is not only a perfect means of transportation, but also a work of art, a value of time and history,"" It's a classic car model that humans have ever created."" The car is sold to people who are truly passionate about it.",Volkswagen,Beetle,,Volkswagen Beetle 1958 Before 1990,600000000,https://bonbanh.com/xe-volkswagen-beetle-1958-1989-4929736
4809894,Imported,Used car,SUV,"80,000 Km",Yellow,-,5-door,5-seat,Petrol	3.0 L,,Manual,4WD - Four-wheel drive (4WD),L/100Km," Selling the TOYOTA 4 Runner 1993, the car still works but only needs gas to run",Toyota,4 Runner,1993.0,Toyota 4 Runner 3.0 1993,150000000,https://bonbanh.com/xe-toyota-4_runner-3.0-1993-4809894
4833963,Domestic assembly,Used car,Sedan,"40,000 Km",White,Colorful,4-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,L/100Km,"#i10 manual sedan full version 2019 white Full option car: ABS brakes, electric folding mirrors with integrated turn signals, underbody lights, integrated steering wheel, airbag, starter... Solid base chassis, zin truss columns. Fresh interior and exterior, unworn steering wheel, beautiful dashboard. The car has not been crashed or flooded, the engine is intact. 1 week car test included. The car has been checked for security and fined. Bank support up to 70% Nationwide car shipping. Support installment payment from only 80 million to have a car to drive home and use as a taxi or grab service.3xx",Hyundai,i10,2019.0,Hyundai i10 Grand 1.2 MT 2019,340000000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2019-4833963
4827096,Domestic assembly,Used car,Sedan,0 Km,Take note,gray,4-door,5-seat,Petrol	1.8 L,,Manual,FWD - Front-wheel drive,L/100Km," want to sell a 2005 Toyota Corolla altis. Nice car equipped with alloy wheels, fog lights, leather upholstery, air conditioning, electric mirrors, CD player, AM/FM sound...",Toyota,Corolla altis,2005.0,Toyota Corolla altis 1.8G MT 2005,195000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2005-4827096
4824308,Domestic assembly,Used car,Hatchback,0 Km,Red,-,5-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,L/100Km,"Morning sale 2016 version Si 1.25 manual transmission. Commitment to no taxi service. The car has no minor problems. The magnetic zin machine is installed with a trigger. The original clutch number that comes with the car has not touched the screw yet. The car only has a few scratches on the paint and it's ok. My friend, Goodwill, looked at the car and told me he would give me money for a 4-way taxi to my house. Almost 20 million spent on toys (Android screen, subwoofer....)",Kia,Morning,2016.0,Kia Morning Si MT 2016 car,245000000,https://bonbanh.com/xe-kia-morning-si-mt-2016-4824308
4915798,Domestic assembly,Used car,Hatchback,0 Km,Silver,Grey,5-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,L/100Km," Family needs to sell Kia Morning 2015. Equipped with leather mattress, air conditioner, electric mirrors, CD player, AM/FM sound.... Please contact for more information!",Kia,Morning,2015.0,Kia Morning EX 2015 car,175000000,https://bonbanh.com/xe-kia-morning-ex-2015-4915798
4832706,Domestic assembly,Used car,Hatchback,0 Km,Green,gray,5-door,5-seat,Petrol	0.8 L,,Manual,FWD - Front-wheel drive,L/100Km,"Matiz SE 2005, originally from the South, signed with authorization, the machine has been serviced, many new spare parts, tiger cars are hard to find at good prices today, if you are willing to buy the car directly, you will have less fortune.",Daewoo,Matiz,2005.0,Daewoo Matiz SE 0.8 MT 2005,92000000,https://bonbanh.com/xe-daewoo-matiz-se-0.8-mt-2005-4832706
4593662,Imported,Used car,Bán tải / Pickup,"68,500 Km",Green,Black,4-door,5-seat,Diesel	2.2 L,,Manual,RFD - Rear-wheel drive,6	L/100Km," Selling Ranger The steering wheel integrates buttons + automatic throttle settings, front seat airbags, cast wheels, ABS brakes, steps. Entertainment includes: CD, AUX, USB, FM, AM and many other amenities... + Commitment that the vehicle will not crash or flood. +Support for bank installment loans. +Please contact to see the car. Thank you for reading.",Ford,Ranger,2016.0,Ford Ranger XLS 2.2L 4x2 MT 2016,462000000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2016-4593662
4923354,Domestic assembly,Used car,Hatchback,0 Km,Red,Red,5-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,L/100Km," 2013 Kia Morning car for sale. Equipped with cast wheels, fog lights, leather mattress, air conditioner, electric mirrors, CD player, AM/FM sound.... Please contact for more information!",Kia,Morning,2013.0,Kia Morning EX 2013 car,148000000,https://bonbanh.com/xe-kia-morning-ex-2013-4923354
4827272,Imported,New car,SUV,0 Km,Red,Brown,5-door,7-seat,Diesel	1.9 L,,Manual,RFD - Rear-wheel drive,L/100Km," Isuzu Mu-X B7 1.9 4X2 MT PROMOTION: supports CASH package up to 26 MILLION***Luxury design, comfort and new technology.- Spacious and more luxurious interior.- Airbags- Screen 9 inch entertainment + USB + Bluetooth.- Supports wireless Apple CarPlay/Android Auto connection.- USB fast charging.- Power outlet- 6-speaker sound system.",Isuzu,MU-X,2022.0,Isuzu MU-X B7 1.9 4X2 MT 2022,850000000,https://bonbanh.com/xe-isuzu-mu-x-b7-1.9-4x2-mt-2022-4827272
4609835,Domestic assembly,Used car,Crossover,"50,000 Km",Grey,Grey,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,5	L/100Km,"Extremely new car, used by 1 private owner from the beginning, with only 5k miles, titanium color late 2017. Say no to minor errors, the car is fully loaded with genuine toys worth 20 million. 100% Zin car with original tires 2017 - Car has no crashes, no collisions, no flooding, no minor defects. The engine compartment is completely original, not a single screw has a screw mark - 4 wings and front and rear hoods are absolutely original, not even a single inch of glue has been lost - The old gear steering wheel is very nice. Imitation farm snails around the new car are pure white and golden yellow - The interior is very well preserved without a single stain, new felt ceiling, genuine leather seats from the factory and 5 2017 cast rim tires according to the car. 2017 spare tires have not been worn yet. The car is too good. Selling WARRANTY",Toyota,Innova,2017.0,Toyota Innova 2.0E 2017 car,525000000,https://bonbanh.com/xe-toyota-innova-2.0e-2017-4609835
4839625,Domestic assembly,Used car,Sedan,0 Km,Silver,gray,4-door,5-seat,Petrol	1.6 L,,Manual,FWD - Front-wheel drive,L/100Km," KIA spcetra SX 2003 private Good transmission, nice car with no faults Contact to see the car, nationwide service.",Kia,Spectra,2003.0,Kia Spectra 1.6 MT 2003,60000000,https://bonbanh.com/xe-kia-spectra-1.6-mt-2003-4839625
4851749,Domestic assembly,Used car,SUV,"48,000 Km",Silver,Brown,5-door,8-seat,Diesel	2.4 L,,Manual,RFD - Rear-wheel drive,8	L/100Km," 2020 TOYOTA FORTUNER 2.4MT with 48,000 km, lots of toys, film stickers, ceiling cover, floor cover, door handle cover, dashboard camera, leather seats... etc. For more information, please contact us for advice and to negotiate the best price. .the car has a genuine period warranty. 5 tires with the car have 80% left. 3 keys left, sell or exchange the car for less money + Commitment to not crash, not flood,",Toyota,Fortuner,2020.0,Toyota Fortuner 2.4G 4x2 MT 2020,830000000,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-4851749
4926549,Domestic assembly,Used car,Sedan,0 Km,Take note,Grey,4-door,5-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,6	L/100Km," Vios 2004 G version has a good engine, good chassis, the car only needs to be filled with gas",Toyota,Vios,2004.0,Toyota Vios 1.5G 2004,113000000,https://bonbanh.com/xe-toyota-vios-1.5g-2004-4926549
4922854,Imported,Used car,Hatchback,"68,000 Km",Silver,Black,5-door,5-seat,Petrol	1.0 L,Fi,Manual,FWD - Front-wheel drive,4	L/100Km," need to sell Kia Moning sLx 1.0 MT imported and registered in 2013, unique, beautiful, original product, every detail confirms that there are few cars of the same generation that are as new as my car, full version with many smart functions, safe and consumes the least amount of gas. In all types of cars, smart keys, automatic door latches, start stop ignition, super bright auto blinker lights that automatically turn on and off mirrors, Android screen, reverse cam, ABS brakes, safety airbags around the car... My car absolutely won't crash, won't be flooded, won't be fined. If I'm wrong, I'll pay all the travel expenses and fines to you guys. You can come and bring a technician to check whether there's a leak or not. Roof, personal car transferred by owner immediately and conveniently.",Kia,Morning,2013.0,Kia Morning 1.0 MT 2013 car,228000000,https://bonbanh.com/xe-kia-morning-1.0-mt-2013-4922854
4908787,Domestic assembly,Used car,Sedan,"50,000 Km",White,Black,4-door,5-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,L/100Km," Vios 2020 manual version E odo 5v provincial license plate High-quality leather interior, Android screen combined with reverse camera, reverse sensor, excellent AM/FM sound system, charger, USB port, two-way air conditioning, Rain wipers, electric mirrors, safety airbags,... Smooth engine, solid undercarriage, fuel efficient. Car does not crash, Does not flood, Sells car with warranty, Supports buying car in installments, Test included. company,....If you need to contact us for more detailed information!",Toyota,Vios,2020.0,Toyota Vios 1.5E MT 2020,430000000,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2020-4908787
4880938,Domestic assembly,Used car,Hatchback,"64,200 Km",Green,gray,5-door,5-seat,Petrol	0.8 L,,Manual,FWD - Front-wheel drive,L/100Km," For sale 5 seater car model 2010, manual transmission, 64,200km, 0.8 gasoline engine. See the car. Private car, injectors, sturdy chassis, good engine, smooth engine, cool air conditioning, nice tires, just serviced, ready to go. go home",Chevrolet,Spark,2010.0,Chevrolet Spark LT 0.8 MT 2010,95000000,https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2010-4880938
4926635,Domestic assembly,Used car,SUV,"150,000 Km",Silver,Silver,5-door,7-seat,Petrol,EFI,Manual,RFD - Rear-wheel drive,L/100Km," For sale Kia caren 7 seats gasoline engine model 2010 version with windows, airbags, ABS, automatic air conditioning, 4 wheel disc brakes, official car in very nice condition, see the car in ^Hoa Binh city.",Kia,Carens,2010.0,Kia Carens Caren 2010,208000000,https://bonbanh.com/xe-kia-carens-caren-2010-4926635
4873789,Imported,Used car,Hatchback,"60,000 Km",White,Colorful,5-door,5-seat,Petrol	1.0 L,,Manual,FWD - Front-wheel drive,L/100Km," The family needs to sell the imported 2014 i10.. manual transmission. Hanoi license plate white color. The car has 60,000 miles and is all original. Installed an Android screen. Dash cam. Noise canceling. Full of toys... the family changed the car to sell. .. reasonable price without intermediaries ..",Hyundai,i10,2014.0,Hyundai i10 Grand 1.0 MT 2014,230000000,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2014-4873789
4883220,Domestic assembly,New car,Van/Minivan,0 Km,White,Black,4-door,16-seat,Diesel	2.2 L,,Manual,RFD - Rear-wheel drive,L/100Km," New Ford Transit Cash promotion, free genuine accessories, oil change coupon + oil filter Electronic balance ESP for the first time on Transit✓ Halogen Projector headlights with direction adjustment✓ LED daytime lights & fog lights✓ LCD screen 10"" touch screen✓ Wide-open sliding door✓ Economical 2.2L single turbocharged engine✓ Capacity 136 HP / torque 355 Nm✓ Fuel 80 liters✓ 6-speed gearbox ✓ Cruise Control automatic throttle...",Ford,Transit,2023.0,Ford Transit Standard 2023,790000000,https://bonbanh.com/xe-ford-transit-tieu-chuan-2023-4883220
4645303,Domestic assembly,Used car,SUV,0 Km,Take note,gray,5-door,8-seat,Petrol	4.5 L,,Manual,4WD - Four-wheel drive (4WD),L/100Km,"For sale is a 2007 Land Cruiser GX 4500, one owner used from the beginning, the paint is still intact and has not been repainted in even the smallest area, this is a worthy item for anyone to collect. If you are interested, please contact us. with me. Thank you!",Toyota,Land Cruiser,2007.0,Toyota Land Cruiser GX 4.5 2007,910000000,https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2007-4645303
4846912,Domestic assembly,Used car,Sedan,"95,000 Km",Silver,Cream,4-door,5-seat,Petrol	1.5 L,Fi,Manual,FWD - Front-wheel drive,6	L/100Km,"The family car has been registered to a new owner and has a genuine Android screen with a full reverse camera. Only talk about price, not quality. Written quality warranty! You are willing to come by car to see it in person to feel the quality and negotiate the price",Toyota,Vios,2012.0,Toyota Vios 1.5E 2012,285000000,https://bonbanh.com/xe-toyota-vios-1.5e-2012-4846912
